,loss,accuracy
0,0.4710974097251892,0.8598499894142151
1,0.2828536927700043,0.9156666398048401
2,0.24043269455432892,0.9264500141143799
3,0.21767695248126984,0.9339166879653931
4,0.20215047895908356,0.9366666674613953
5,0.13857503235340118,0.9574999809265137
